sentence1,sentence2,label
বিশ লাখ টাকার প্রকল্পের জন্য আমার টার্ম লোন দরকার।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
I need a loan through a cooperative bank for a ₹4 lakh project.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
I need an education loan for B.Tech.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
B.Tech पढ़बाक लेल शिक्षा ऋण चाही।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
ମୋତେ ଟେଲରିଂ ବ୍ୟବସାୟ ଆରମ୍ଭ କରିବା ପାଇଁ ଛୋଟ ଋଣ ଦରକାର।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
বিশ লাখ টাকার প্রকল্পের জন্য আমার টার্ম লোন দরকার।,"Term loans for income-generating units costing more than ₹1.40 lakh and up to ₹50 lakh; loan up to 90% of project cost, above ₹1.25 lakh and up to ₹45 lakh per unit.",1
B.Tech ꯈꯪꯅꯕ ꯑꯦꯗꯨꯀꯦꯁꯟ ꯂꯣꯟ ꯅꯥꯡꯒꯦ।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
مجھے چار لاکھ روپے کے منصوبے کے لیے کوآپریٹو بینک کے ذریعے قرض چاہیے۔,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
विंशलक्षरूप्यकाणां परियोजनायै अवधि-ऋणम् आवश्यकम्।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
চার লাখ টাকার প্রকল্পের জন্য সমবায় ব্যাংকের মাধ্যমে ঋণ দরকার।,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
B.Tech ᱥᱮᱠᱥᱟ ᱞᱟᱹᱜᱤᱫ ᱞᱳᱱ ᱥᱟᱹᱦᱟᱭᱟᱹ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
सोमोनाय बिसनेसनि थाखाय NBFC-MFI जों माइक्रोफाइनान्स नांगोन।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
ચાર લાખ રૂપિયાના પ્રોજેક્ટ માટે સહકારી બેંક મારફતે લોન જોઈએ છે.,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
मुझे बीस लाख रुपये की परियोजना के लिए टर्म लोन चाहिए।,"Term loans for income-generating units costing more than ₹1.40 lakh and up to ₹50 lakh; loan up to 90% of project cost, above ₹1.25 lakh and up to ₹45 lakh per unit.",1
ನಾನು ಟೈಲರಿಂಗ್ ವ್ಯವಹಾರ ಆರಂಭಿಸಲು ಸಣ್ಣ ಸಾಲ ಬೇಕು.,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",1
B.Tech ᱥᱮᱠᱥᱟ ᱞᱟᱹᱜᱤᱫ ᱞᱳᱱ ᱥᱟᱹᱦᱟᱭᱟᱹ।,"Micro Credit Finance for small units with project cost up to ₹1.40 lakh; delivered through State Channelizing Agencies/Channelizing Agencies; loan up to 90% of project cost, maximum ₹1.25 lakh per unit.",0
I need a loan through a cooperative bank for a ₹4 lakh project.,"Loans for projects/units costing up to ₹5 lakh through Cooperative Societies, Cooperative Banks and Small Finance Banks; loan up to 90% of project cost, up to ₹4.50 lakh.",1
B.Tech পড়ার জন্য শিক্ষা ঋণ দরকার।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",1
ਵੀਹ ਲੱਖ ਰੁਪਏ ਦੇ ਪ੍ਰੋਜੈਕਟ ਲਈ ਟਰਮ ਲੋਨ ਚਾਹੀਦਾ ਹੈ।,"Educational loans for eligible students pursuing regular full-time professional/technical courses in India or abroad; up to ₹40 lakh or 90% of course fee, whichever is less.",0
